Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex paniculata,177.89,174.952,153.27,Leaf_675,71.15188298016868,-2.7024038988755494,11.507156687121412,white,light
Carex atratiformis,174.823,169.935,135.79,Perigynium_84,69.18408925103037,-3.8844904457780993,18.281700545924306,white,light
Carex bicolor,177.189,172.559,137.387,Perigynium_117,70.11651381694436,-4.134946255468119,18.727007784581893,white,light
Carex buxbaumii,179.598,171.214,151.929,Perigynium_153,70.2737457456139,-0.2638391614587787,11.020395062557565,white,light
Carex garberi,216.49,205.143,174.612,Perigynium_341,82.6511397640682,-0.9390547637424529,16.648010809781113,white,light
Carex microchaeta,187.881,182.155,148.476,Perigynium_577,73.7794347541372,-3.493396246607383,17.913350009973005,white,light
Carex pluriflora,185.667,171.333,138.095,Perigynium_723,70.53165376860262,-0.06773265113813043,19.027690579887867,white,light
Carex praegracilis,181.174,170.913,136.043,Perigynium_731,69.9892136250351,-1.891907780616875,19.33716152400182,white,light
Carex luzulifolia,168.001,160.001,124.001,Leaf_537,65.6985087055088,-2.913892452155342,19.866951912010688,white,medium
Carex whitneyi,128.517,123.5,93.662,Leaf_999,51.52874088970995,-3.1642069728278766,17.03824204048342,white,medium
Carex whitneyi,152.81,144.034,111.706,Leaf_1000,59.78579253101327,-2.0313897010310056,18.40248140913556,white,medium
Carex albicans,154.459,148.311,114,Perigynium_25,61.14842185941295,-3.3918245987359374,19.00325691735716,white,medium
Carex albicans,160.452,149.404,120.466,Perigynium_26,62.105176411905674,-0.6459914476453221,16.79075635266385,white,medium
Carex atrosquama,152.2,141.9,107.8,Perigynium_88,59.06971408349489,-1.6492677034628533,19.608409630991908,white,medium
Carex eleusinoides,128.364,129.818,108.182,Perigynium_288,53.62329872776526,-4.509655650497157,11.556672376251997,white,medium
Carex garberi,153.643,149.2,124.9,Perigynium_340,61.549449762347166,-2.5644286003463357,13.444121424479349,white,medium
Carex heleonastes,162.396,151.333,123.448,Perigynium_396,62.86061145685365,-0.4938870199128753,16.195582331488232,white,medium
Carex lucorum,154.856,143.514,117.055,Perigynium_526,59.93748676124507,-0.13627569151708485,15.633523901809054,white,medium
Carex mackenziei,163.286,160.464,131.357,Perigynium_544,65.57283489459356,-3.9388937282100467,15.57150894446464,white,medium
Carex nelsonii,143.042,141,122.333,Perigynium_616,58.33059184611372,-2.5982640340844187,10.244651673662798,white,medium
Carex nigromarginata,163.535,156.5,127,Perigynium_626,64.42871116554208,-2.3457472944371505,16.40328853841373,white,medium
Carex paniculata,167.042,159.375,125.292,Perigynium_677,65.47248286390442,-2.7719408082472197,18.8334286498447,white,medium
Carex paupercula,134.908,126.769,108.39,Perigynium_685,53.343647203097916,-0.11589824118152237,11.128755204332897,white,medium
Carex spectabilis,165,155.607,121.759,Perigynium_850,64.20796533884,-2.039901670991162,19.023912817082532,white,medium
Carex raynoldsii,155.64488679282,149.432032930198,115.757615959898,Leaf_2_17,61.593660659446,-3.2759791363496382,18.64836226062132,white,medium
Carex hirtissima,130.470094895001,123.377847774678,90.2403764947898,Perigynium_2_34,51.60332319855665,-2.763940279812749,19.134075063596377,white,medium
Carex hendersonii,86.022,77.718,46.919,Leaf_400,33.13172520978467,-1.5273095339947695,19.488341683979172,white,dark
Carex pedunculata,122.736,115.381,94.675,Leaf_690,48.72004256731853,-0.7751407294667167,12.504672218239609,white,dark
Carex pensylvanica,98.911,90.893,59.054,Leaf_696,38.610730027943305,-1.9567124206319175,19.555829447336315,white,dark
Carex tenax,88.423,80.442,50.962,Leaf_908,34.27634545973677,-1.549317861792493,18.569632252313916,white,dark
Carex arkansana,101.462,98.459,74.208,Perigynium_70,41.399193745463684,-3.1491476002911134,14.263135858380648,white,dark
Carex bushii,60.119,54.893,34.02,Perigynium_151,23.014325358360672,-1.4124930471386132,13.939951839812004,white,dark
Carex paysonis,125.413,117.371,84.97,Perigynium_688,49.331414948409176,-2.2275251346033365,19.031642725835496,white,dark
Carex spectabilis,111.024,104.698,83.911,Perigynium_851,44.32924757798906,-1.18836103569675,12.623278210665934,white,dark
Carex subspathacea,125.959,115,82.836,Perigynium_891,48.6693726884336,-0.9233684221900407,19.386772125374275,white,dark
Carex complanata,94.5727987858839,90.5326684033702,70.0043332259512,Perigynium_2_29,38.302090730865054,-2.1016868222322738,12.466828906524153,white,dark
Carex atrofusca,188.475,161.222,98.369,Leaf_87,67.46339470738405,1.7966022980062113,36.31622489854096,yellow-brown,light
Carex engelmannii,187.397,160.729,93.965,Leaf_298,67.17022918394255,1.189012056463823,38.21516738671234,yellow-brown,light
Carex firma,180.959,161.936,98.72,Leaf_312,66.94743638423428,-1.7131009701397693,35.334406591264234,yellow-brown,light
Carex glareosa,190.661,158.26,74.89,Leaf_352,66.61903996159627,2.357322343168766,47.16535014881467,yellow-brown,light
Carex glareosa,192.611,166.389,87.833,Leaf_353,69.0720370127278,-0.17924443052907968,43.73858272127937,yellow-brown,light
Carex parallela,186.841,163.466,100.87,Leaf_679,67.93074168650399,0.14759688291160478,35.56323651165809,yellow-brown,light
Carex abrupta,191.767,167,93.367,Perigynium_4,69.21975946865172,-0.3879409088579644,41.1218837335636,yellow-brown,light
Carex anthoxanthea,202.018,161.718,100.373,Perigynium_47,68.95927624354297,7.402042625320182,37.42929307832452,yellow-brown,light
Carex aquatilis,177.875,155.464,85.554,Perigynium_53,64.76010194306498,-0.7886279220386538,39.385746954973946,yellow-brown,light
Carex aquatilis,199.433,169.9,102.333,Perigynium_59,70.82043392928958,2.103102213023955,38.676020989281824,yellow-brown,light
Carex assiniboinensis,179.943,155.033,98.536,Perigynium_72,65.02409924939766,1.5789542589509376,32.98072936025558,yellow-brown,light
Carex atrosquama,178.082,159.274,100.219,Perigynium_89,65.99582985377185,-1.3279829675685861,33.28729379370501,yellow-brown,light
Carex backii,188.837,149.542,79.521,Perigynium_98,64.23430841890071,6.6521735601828835,42.085489685236155,yellow-brown,light
Carex bonanzensis,209.75,189.75,128,Perigynium_127,77.2691644684164,-1.5435905631631663,33.79551542555137,yellow-brown,light
Carex brevicaulis,190.319,156.147,102.207,Perigynium_132,66.3869235262897,5.703906125182623,32.97226265595648,yellow-brown,light
Carex brysonii,174.519,154.695,96,Perigynium_146,64.38150486469966,-0.7880314111307629,33.404844852416545,yellow-brown,light
Carex californica,187.144,159.278,71.111,Perigynium_158,66.50005885119211,0.01774332378401411,48.72699048237574,yellow-brown,light
Carex chordorrhiza,203.826,170.096,92.835,Perigynium_185,71.17342088437184,3.0062588141933633,44.015349984284825,yellow-brown,light
Carex chordorrhiza,231.041,190.553,97.159,Perigynium_186,79.04418722409137,3.941032334106642,51.82995064355098,yellow-brown,light
Carex conoidea,188.313,164.243,104.612,Perigynium_206,68.32777131808298,0.7262885488237836,34.13181329563395,yellow-brown,light
Carex crawei,188.876,170.876,112.066,Perigynium_214,70.23448621804184,-1.7994921069710568,32.65903881438055,yellow-brown,light
Carex crinita,183.067,150.625,76.048,Perigynium_219,63.88122630787575,3.295087688263698,43.26066626451413,yellow-brown,light
Carex densa,185.392,151.137,83.049,Perigynium_256,64.33312182457993,4.580283500985161,40.326588272438215,yellow-brown,light
Carex firma,185.191,162.17,95.617,Perigynium_312,67.36082547801952,-0.364527037808815,37.55029935890868,yellow-brown,light
Carex glareosa,205.533,169.022,77.889,Perigynium_352,70.90331875628328,3.19254089599319,50.967875668908725,yellow-brown,light
Carex glareosa,203.829,164.286,55.114,Perigynium_353,69.33131459069887,3.698408592645641,59.14322085146125,yellow-brown,light
Carex granularis,188.407,163.131,104.31,Perigynium_371,68.04147953001237,1.3335683161753153,33.928397927352535,yellow-brown,light
Carex harfordii,197.921,173.238,104.571,Perigynium_389,71.5726723742556,-0.09485139641468576,38.43108409830984,yellow-brown,light
Carex hirtifolia,175.85,154.842,98.731,Perigynium_408,64.58681033255714,-0.019394891883073306,32.24042444897679,yellow-brown,light
Carex jamesii,187.619,167.686,110.472,Perigynium_453,69.25585792054241,-0.7855640411775222,32.215941605720076,yellow-brown,light
Carex lenticularis,182.151,151.83,79.34,Perigynium_505,64.14219103854734,2.4998518782908263,41.898622538108086,yellow-brown,light
Carex meadii,192.674,166.097,71.007,Perigynium_561,68.82432602196174,-1.2437926614445316,51.48860045552911,yellow-brown,light
Carex muriculata,175.043,150,79.457,Perigynium_607,62.959088204618,0.4298568359337729,40.265926903956576,yellow-brown,light
Carex muriculata,177.054,158.402,99.685,Perigynium_608,65.66052155398856,-1.3440407746311278,33.123982182128756,yellow-brown,light
Carex nervina,182.693,156.556,85.098,Perigynium_617,65.50627995712699,0.6459756822195795,40.62631099733641,yellow-brown,light
Carex nigricans,208.973,173.993,104.919,Perigynium_624,72.82376175797776,4.130907215596224,40.03819423880661,yellow-brown,light
Carex novae,187.847,165.983,97.407,Perigynium_634,68.63822217524972,-1.1224061894342663,38.26342156764919,yellow-brown,light
Carex obnupta,184.774,161.527,95.258,Perigynium_639,67.14719569301396,-0.2285722489777653,37.46275223007398,yellow-brown,light
Carex ovalis,194.333,176.152,118.333,Perigynium_662,72.2094136155836,-1.6790305356786939,32.01003202133257,yellow-brown,light
Carex panicea,194.056,157.963,84.29,Perigynium_676,66.98756367696087,4.687239320881275,43.07070392635097,yellow-brown,light
Carex pedunculata,205.657,185.101,117.404,Perigynium_691,75.54166241375249,-1.8975333865932087,36.98114727573114,yellow-brown,light
Carex picta,191.764,159.562,101.292,Perigynium_710,67.39541400103947,4.362188317054761,34.76642920619899,yellow-brown,light
Carex praegracilis,187.167,157.667,95.5,Perigynium_732,66.37014074191391,2.893804722661708,36.42215950266645,yellow-brown,light
Carex prairea,179.261,152.696,83.13,Perigynium_734,64.13030891394116,1.097256881081754,39.896145277132554,yellow-brown,light
Carex proposita,202.2,177.933,111.067,Perigynium_744,73.27861564636595,-0.17740574683244859,37.31235732857432,yellow-brown,light
Carex richardsonii,197.181,162.843,101.446,Perigynium_771,68.77541502573212,4.870437427304697,36.535704943895844,yellow-brown,light
Carex richardsonii,210.273,176.842,112.122,Perigynium_772,73.77342513571963,3.830270159384419,37.551903267116145,yellow-brown,light
Carex rostrata,204.693,167.607,102.646,Perigynium_779,70.7507771561867,5.556619024804865,38.54021016454463,yellow-brown,light
Carex salina,177.409,151.818,91.053,Perigynium_790,63.823124825663726,1.5087125451341277,35.37405777967084,yellow-brown,light
Carex sartwellii,177.233,152.093,73.023,Perigynium_794,63.65471204931059,-0.27530704229006275,44.33846150901276,yellow-brown,light
Carex saximontana,206.6,184.744,120.794,Perigynium_798,75.58443942261276,-0.9695746621488643,35.301957671120434,yellow-brown,light
Carex scoparia,185.768,148.478,90.137,Perigynium_817,63.77898705057527,6.814659616456886,35.984898892443006,yellow-brown,light
Carex scoparia,219.269,193.737,132.015,Perigynium_818,79.20421008652977,0.6226445065171116,34.39360083702054,yellow-brown,light
Carex sterilis,182.049,156.603,72.672,Perigynium_863,65.3149504147808,-0.6463117741075664,46.523501442959805,yellow-brown,light
Carex striata,183.048,160.581,104.33,Perigynium_874,66.86733995034761,0.4791931911832803,32.31525526402126,yellow-brown,light
Carex subbracteata,223.32,201.814,132.961,Perigynium_883,81.63663538176337,-1.861374397133131,37.126144861313584,yellow-brown,light
Carex tompkinsii,174.701,154.555,98.161,Perigynium_927,64.39367021493106,-0.40746715971579084,32.27578549646388,yellow-brown,light
Carex tuckermanii,180.768,154.005,94.042,Perigynium_947,64.7678805900084,2.0349327563893294,35.05149762032536,yellow-brown,light
Carex unilateralis,177.495,151.641,70.505,Perigynium_959,63.53351136977382,-0.10285854004743467,45.42872167018429,yellow-brown,light
Carex vacillans,181.69,159.46,90.83,Perigynium_965,66.25050903542804,-0.8388052059492002,38.57788586762396,yellow-brown,light
Carex vesicaria,179.233,153.087,93.463,Perigynium_976,64.36903060083925,1.8272875931719668,34.82523295152522,yellow-brown,light
Carex willdenowii,193.493,171.837,101.058,Perigynium_1002,70.74863045008159,-1.5328540702249094,39.118417683794135,yellow-brown,light
Carex laxiculmis,189.492,150.33,92.939,Cataphyll_414,64.67774502779953,7.638422425034874,35.70967808775003,yellow-brown,light
Carex austrocaroliniana,172.9473243685,152.24763399864,88.280901287806,Leaf_2_27,63.47015867016722,-0.8982976807502263,36.29401228398515,yellow-brown,light
Carex utriculata,191.659638557604,169.091190666466,105.684218111406,Perigynium_2_6,69.92489024685955,-0.3736192393495874,35.66092434050589,yellow-brown,light
Carex concinna,208.927814455171,184.823072214732,126.686630966142,Perigynium_2_31,75.90691890974557,0.5710803874839354,32.69246365876563,yellow-brown,light
Carex elynoides,162.278,132.848,66.225,Leaf_293,56.953296004897226,3.217611346895133,39.60228203231006,yellow-brown,medium
Carex ramenskii,145.024,125.061,58.585,Leaf_757,52.991807231692846,-0.7514230451787784,38.44606171915556,yellow-brown,medium
Carex barbarae,162.086,143.806,80.72,Perigynium_104,60.06266241116968,-1.6819282606527208,35.82582396377183,yellow-brown,medium
Carex basiantha,171.266,138.766,84.234,Perigynium_108,59.67944441842799,5.411932558900268,33.69861554439373,yellow-brown,medium
Carex bullata,148.877,118.442,57.432,Perigynium_149,51.576317269631346,4.655011733634639,37.514820885664854,yellow-brown,medium
Carex chapmanii,163.334,123.302,66.812,Perigynium_180,54.56293120324304,9.097457679112075,36.526888020896294,yellow-brown,medium
Carex collinsii,143.925,125.538,69.365,Perigynium_189,53.147328359723275,-0.5735528384403499,32.98677555104309,yellow-brown,medium
Carex crinita,164.102,144.261,81.511,Perigynium_220,60.38917597536697,-0.9832242295489402,35.85518958056962,yellow-brown,medium
Carex cumberlandensis,147.332,126.662,38.479,Perigynium_232,53.48467953583187,-1.8866271430998394,48.31044453564325,yellow-brown,medium
Carex davisii,152.363,126.592,58.56,Perigynium_241,54.15861788767138,1.700627004330879,39.987212561329464,yellow-brown,medium
Carex debilis,157.089,137.231,80.311,Perigynium_246,57.792043181664326,-0.2600158168122868,33.13809624320143,yellow-brown,medium
Carex deweyana,171.05,135.367,51.333,Perigynium_259,58.39592807300605,4.7460084393995405,48.576494812393264,yellow-brown,medium
Carex douglasii,161.267,120.067,61.6,Perigynium_273,53.428410247898725,9.61183829001383,37.85849262770087,yellow-brown,medium
Carex duriuscula,148.088,127.515,68.735,Perigynium_275,54.097024319296054,0.10677325589653064,34.56864152557835,yellow-brown,medium
Carex edwardsiana,170.4,142.447,89.4,Perigynium_284,60.63426865483815,3.5023352421775233,32.10807349014581,yellow-brown,medium
Carex elynoides,150.889,116.374,51,Perigynium_292,51.174749949417205,6.292687173753864,40.36204130917114,yellow-brown,medium
Carex elynoides,152.102,120.365,60.758,Perigynium_293,52.479593264545514,5.273011608895817,36.9329482691675,yellow-brown,medium
Carex filifolia,148.88,122.193,59.244,Perigynium_311,52.610324578829236,2.66388708001819,37.775883657454536,yellow-brown,medium
Carex firma,153.426,120.255,63.638,Perigynium_313,52.62920267520573,6.159822942738369,35.63948657447112,yellow-brown,medium
Carex flava,164.899,124.174,62.705,Perigynium_322,54.91503426974593,8.98739271636073,39.11251482210905,yellow-brown,medium
Carex godfreyi,163.512,141.1,79.629,Perigynium_362,59.45492489565714,0.3254565082883576,35.686228092929994,yellow-brown,medium
Carex hormathodes,151.268,124.171,53.439,Perigynium_421,53.33487307951415,2.203077504300821,41.55877163247437,yellow-brown,medium
Carex hostiana,160.3,139,68.1,Perigynium_424,58.429759925927,-0.9279393945145209,40.31825358130172,yellow-brown,medium
Carex hystericina,173.144,146.661,86.169,Perigynium_431,61.974481927176086,2.040609931210746,35.55810450271435,yellow-brown,medium
Carex hystericina,171.976,143.663,87.012,Perigynium_432,61.07810913521217,3.2704942483716137,33.97486280622874,yellow-brown,medium
Carex krausei,139.771,122.479,67.938,Perigynium_465,51.86898738359315,-0.8339267997570787,32.09879177347917,yellow-brown,medium
Carex louisianica,141.848,122.108,65.519,Perigynium_525,51.94102370575135,0.07738256690775769,33.52940116069685,yellow-brown,medium
Carex macloviana,159.828,133.862,49.552,Perigynium_545,56.80777956062438,0.41779145001713536,47.35301137666538,yellow-brown,medium
Carex macloviana,153.608,124.725,46.686,Perigynium_546,53.66882551630951,2.530323699256154,45.167130802245346,yellow-brown,medium
Carex manhartii,152.69,128.277,46.628,Perigynium_554,54.53645434454977,0.11312198037999321,46.06679641487757,yellow-brown,medium
Carex media,155.367,126.95,58.083,Perigynium_564,54.563033378700425,2.818975081030517,40.765834833856395,yellow-brown,medium
Carex microdonta,164.602,141.558,81.446,Perigynium_581,59.709357529097076,0.7168024588412591,35.06636585432763,yellow-brown,medium
Carex microdonta,176.126,146.487,89.916,Perigynium_582,62.277981985959784,3.773383843086231,34.01959322518473,yellow-brown,medium
Carex nardina,155.876,137.469,80.034,Perigynium_612,57.735410735789415,-0.9473394320397288,33.1898169665766,yellow-brown,medium
Carex obnupta,170.714,144.857,86.214,Perigynium_640,61.25716220026531,1.9925026012077018,34.593371665319175,yellow-brown,medium
Carex oreocharis,169.808,141.879,86.777,Perigynium_653,60.38637197967941,3.3019412822752336,33.18942545187294,yellow-brown,medium
Carex paeninsulae,157.407,125.494,62.116,Perigynium_670,54.43410699620708,4.855124127670862,38.64605071806986,yellow-brown,medium
Carex paleacea,170.477,147.539,90.273,Perigynium_672,62.00514912387101,0.8166709770026648,33.36889400541361,yellow-brown,medium
Carex paupercula,160.461,138.154,83.014,Perigynium_686,58.40989007504646,0.9604721266718852,32.53284271190926,yellow-brown,medium
Carex planispicata,174.285,144.371,83.422,Perigynium_715,61.44701444892439,3.537995212528844,36.37717181926473,yellow-brown,medium
Carex pyrenaica,146.861,130.611,72.75,Perigynium_749,54.88219692452671,-1.794586873905879,33.36386127661834,yellow-brown,medium
Carex rostrata,152.518,129.576,67.051,Perigynium_780,55.08328792947091,0.773291182600111,36.73578980946619,yellow-brown,medium
Carex scabrata,167.807,140.037,76.22,Perigynium_800,59.55348299863343,2.479829233693831,37.68319958422695,yellow-brown,medium
Carex serratodens,156.456,128.416,67.221,Perigynium_830,55.175385712302244,3.1924677486541153,36.85557248893636,yellow-brown,medium
Carex sheldonii,157.33,140.249,79.19,Perigynium_833,58.62120487076072,-1.9358273906410761,34.76074484286657,yellow-brown,medium
Carex siccata,164.25,131.897,71.765,Perigynium_838,56.97413028481262,5.070765948467615,36.82429443843853,yellow-brown,medium
Carex siccata,167.133,133.729,73.657,Perigynium_839,57.78432020258897,5.47332586523086,36.878193112914815,yellow-brown,medium
Carex stenoptila,174.691,145.509,84.727,Perigynium_861,61.80477090218005,3.205496949970188,36.140927849306856,yellow-brown,medium
Carex sterilis,155.894,122.427,55.334,Perigynium_862,53.38072532192119,5.415929715670731,40.81882141044343,yellow-brown,medium
Carex typhina,160.79,138.171,83.111,Perigynium_956,58.44822779355506,1.103230316632564,32.53570974947249,yellow-brown,medium
Carex vesicaria,146.021,118.815,65.592,Perigynium_975,51.47211303933389,3.8286910198437885,33.02624690121839,yellow-brown,medium
Carex viridula,150.933,124.829,64.705,Perigynium_989,53.603922523601625,2.538149140578705,36.16679173945686,yellow-brown,medium
Carex viridula,162.208,134.083,51.25,Perigynium_991,57.126020088049586,1.4714862802009399,47.000304453895545,yellow-brown,medium
Carex viridula,170.167,148.917,81.25,Perigynium_992,62.220432832945264,-0.9331215194158804,38.35141027238455,yellow-brown,medium
Carex bromoides,184.511,144.066,78.197,Cataphyll_119,62.360289229184815,7.6839040889419286,40.43155767830725,yellow-brown,medium
Carex bromoides,171.841,134.429,84.857,Cataphyll_120,58.620308381467794,8.135074794891672,32.05423042389758,yellow-brown,medium
Carex brunnescens,177.028,141.403,82.895,Cataphyll_122,60.946383996147006,6.31373826552778,36.10502545450633,yellow-brown,medium
Carex comosa,162.139,131.139,71.097,Cataphyll_169,56.54336046551269,4.508151080258371,36.60531343818082,yellow-brown,medium
Carex conjuncta,151.372,112.509,58.191,Cataphyll_177,50.28823091194093,9.233539679086245,35.70284117384601,yellow-brown,medium
Carex conjuncta,159.231,123.571,61.495,Cataphyll_178,54.11539755376896,6.710889971007994,38.64718947700768,yellow-brown,medium
Carex cumberlandensis,180.977,143.885,78.215,Cataphyll_200,61.94139068103415,6.254735683155377,39.83412397095212,yellow-brown,medium
Carex deweyana,185.778,141.056,66.167,Cataphyll_225,61.59431466519128,9.025780041896802,45.57820308442794,yellow-brown,medium
Carex diandra,162.724,123.099,69.98,Cataphyll_227,54.48275433727392,9.200322933512473,34.73760188398425,yellow-brown,medium
Carex digitalis,173.156,129.422,64.4,Cataphyll_228,57.21089326169634,9.817767499431806,41.127242269863295,yellow-brown,medium
Carex echinata,183.053,140.875,86.734,Cataphyll_241,61.50166560710183,9.536251527139827,34.90063468365029,yellow-brown,medium
Carex infirminervia,166.758,133.75,76.735,Cataphyll_374,57.790649149593094,5.563561955342022,35.25741149426948,yellow-brown,medium
Carex lapponica,155.832,137.262,79.248,Cataphyll_406,57.66373013790408,-0.929538065644886,33.51891160164764,yellow-brown,medium
Carex laxiflora,173.513,134.589,53.158,Cataphyll_418,58.473280382453666,6.384153063528797,47.91906550182692,yellow-brown,medium
Carex leporinella,153.71,115.67,41.54,Cataphyll_430,51.21988418052038,7.42584779180061,44.96598262343934,yellow-brown,medium
Carex platyphylla,156.841,130.261,77.891,Cataphyll_616,55.8523170466715,3.2885618385750104,32.02406445693748,yellow-brown,medium
Carex praticola,145.763,119.247,63.351,Cataphyll_628,51.532694719635856,3.2696348191942337,34.28880127001521,yellow-brown,medium
Carex pyrenaica,153.933,116.733,56,Cataphyll_639,51.66390771300206,7.8117141103597465,38.49511840954699,yellow-brown,medium
Carex tenuiflora,164.011,124.705,76.034,Cataphyll_772,55.124950611448426,9.383416346581408,32.295933494120035,yellow-brown,medium
Carex wootonii,178.281,139.319,80.489,Cataphyll_847,60.50786298937494,7.799318338769401,36.86484785809869,yellow-brown,medium
Carex austrocaroliniana,173.758940144732,147.846205149264,85.1201160203278,Perigynium_2_25,62.33456869494158,1.5563826042677142,36.56445982617763,yellow-brown,medium
Carex calcifugens,132.714,111.941,54.835,Leaf_157,48.04885448931296,0.799692491316506,34.33855681350696,yellow-brown,dark
Carex viridula,109.835,93.721,29.324,Leaf_987,40.18627054635222,-1.211627709667762,37.7033810628745,yellow-brown,dark
Carex arapahoensis,133.956,108.721,45.015,Perigynium_60,47.17801970228795,2.486341858907337,38.39919272498341,yellow-brown,dark
Carex calcifugens,144.127,105.547,40.805,Perigynium_155,47.42972592483367,8.785101236036763,41.046301133036565,yellow-brown,dark
Carex calcifugens,145.725,109.796,46.727,Perigynium_156,48.79819094240813,7.424116253503588,39.699944317060385,yellow-brown,dark
Carex chapmanii,140.343,103.835,39.551,Perigynium_179,46.51903027127428,7.952328741759662,40.551305976716044,yellow-brown,dark
Carex chihuahuensis,133.318,113.435,52.329,Perigynium_183,48.499396805145665,0.015549426138961042,36.17605032109136,yellow-brown,dark
Carex digitalis,114.656,97.911,33.656,Perigynium_262,41.95044995540523,-1.0876949958752158,37.67745225736431,yellow-brown,dark
Carex digitalis,117.168,98.07,36.124,Perigynium_265,42.2864106398518,0.17974288985461717,36.93725326922939,yellow-brown,dark
Carex flaccosperma,127.032,99.211,33.009,Perigynium_321,43.670281316670355,4.028682865351407,40.17212184511876,yellow-brown,dark
Carex illota,129.667,96.4,26.8,Perigynium_436,43.15806212027101,6.630269776110143,42.46807350501866,yellow-brown,dark
Carex jonesii,135.034,109.546,51.483,Perigynium_456,47.59149839150265,2.978436160926523,35.62219725676419,yellow-brown,dark
Carex lachenalii,118.972,96.925,35.66,Perigynium_467,42.15230911843392,1.6852831423887493,37.078322484637624,yellow-brown,dark
Carex macrocephala,129.216,109.96,53.314,Perigynium_548,47.11265201341831,0.20456909870253392,33.95455091227721,yellow-brown,dark
Carex nigromarginata,120.841,96.752,44.009,Perigynium_625,42.39675631197434,3.25968782476993,33.18832972697562,yellow-brown,dark
Carex opaca,113.902,100.195,46.22,Perigynium_651,42.663186239855115,-1.8536270325755222,32.132114324851976,yellow-brown,dark
Carex petasata,117.886,100.932,45.795,Perigynium_701,43.283043265881915,-0.44756580333144,33.1763277769597,yellow-brown,dark
Carex preslii,101.397,78.152,24.635,Perigynium_739,34.687800115941585,3.7345109472380624,33.996013809338066,yellow-brown,dark
Carex pyrenaica,144.207,109.91,28.261,Perigynium_750,48.50894957763005,5.70645163184208,47.48571148732338,yellow-brown,dark
Carex sartwellii,100.647,74.194,24.036,Perigynium_793,33.460202624980255,5.757072357330529,33.00582803624965,yellow-brown,dark
Carex scopulorum,111.716,91.946,35.689,Perigynium_819,39.93468448245208,1.1546770783187887,34.4534012834422,yellow-brown,dark
Carex straminiformis,111.935,92.378,31.027,Perigynium_872,40.03922619819019,0.702096671015201,36.83809387021273,yellow-brown,dark
Carex sychnocephala,109.859,74.059,13.438,Perigynium_900,34.52589948245013,9.915876385137883,38.956801466422284,yellow-brown,dark
Carex tumulicola,132.032,112.686,58.676,Perigynium_950,48.23442880008854,0.3932486468305463,32.50152330125127,yellow-brown,dark
Carex turgescens,130.113,103.874,31.781,Perigynium_953,45.29880721950228,2.70517138739923,42.45369177344976,yellow-brown,dark
Carex turgescens,122.509,100.061,41.796,Perigynium_954,43.4858017983487,1.9358714527356602,35.59857092063965,yellow-brown,dark
Carex viridula,125.64,105.837,21.438,Perigynium_986,45.29976438682514,-1.0198793643932391,46.283661477513625,yellow-brown,dark
Carex williamsii,126.407,103.763,48.89,Perigynium_1003,45.02584687712081,2.1349170868921186,33.78859437569176,yellow-brown,dark
Carex atrofusca,142.375,104.5,55.594,Cataphyll_76,47.10630474109885,9.586459705609451,33.09825644290043,yellow-brown,dark
Carex bebbii,115.324,84.529,35.294,Cataphyll_94,38.259608866330844,7.303528710034923,32.95274016014817,yellow-brown,dark
Carex elynoides,148.315,108.824,43.241,Cataphyll_252,48.80790629528637,8.96292548084393,41.48733445708168,yellow-brown,dark
Carex fraserianus,144.53,106.309,58.424,Cataphyll_285,47.87122469438917,9.73970272590069,32.53567233785949,yellow-brown,dark
Carex lachenalii,125.468,87.715,30.065,Cataphyll_399,40.328173222356405,9.925086498302289,38.09293750948869,yellow-brown,dark
Carex lemmonii,148.449,109.158,55.005,Cataphyll_421,49.03386140955391,9.601667236463552,35.83687935183873,yellow-brown,dark
Carex raynoldsii,90.6739447435447,74.9610873366698,2.42192071178713,Perigynium_2_16,32.368320872703784,-0.6314473511138119,40.00885022026052,yellow-brown,dark
Carex arctata,176.38,179.375,109.327,Leaf_65,71.40593417192314,-11.689277063029802,35.37450699293767,yellow-green,light
Carex athrostachya,189.944,178.035,106.104,Leaf_77,72.13605562641618,-5.787660897211944,38.193702711582844,yellow-green,light
Carex atlantica,172.632,175.488,105.68,Leaf_81,69.98700849015492,-11.601010020650115,35.397926887204775,yellow-green,light
Carex bonanzensis,189.312,192.727,127.156,Leaf_129,76.32539723618538,-11.327211974702877,32.67609966125826,yellow-green,light
Carex cusickii,192.567,189.535,103.453,Leaf_238,75.39499510886442,-10.954760523436525,43.60226814141508,yellow-green,light
Carex douglasii,199.136,199.545,125.432,Leaf_272,78.90290623920883,-11.142222097674237,37.04984404696332,yellow-green,light
Carex echinata,202.523,200.484,130.575,Leaf_282,79.50149854079353,-9.695293733306853,35.24450150123513,yellow-green,light
Carex engelmannii,185.045,175.803,103.421,Leaf_299,71.07827170680838,-6.9112008094398,38.153975795234764,yellow-green,light
Carex filifolia,196.571,181.592,103,Leaf_310,73.61741150774492,-5.220383903849712,41.73261471620844,yellow-green,light
Carex fuliginosa,214.143,206.274,136.571,Leaf_339,82.06004234598547,-7.395055373573101,35.676621754075,yellow-green,light
Carex gynandra,187.806,188.59,124.519,Leaf_378,75.05236368248191,-10.107595317910112,32.364229573755466,yellow-green,light
Carex hormathodes,177.793,171.719,107.107,Leaf_422,69.41070562475397,-7.351789766908368,34.010417810314244,yellow-green,light
